P1,P2,P3,P4,Y1,Y2,Y3,Y4,M1,M2,M3,M4,M5 ,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,spontaneity
-0.595054878,1.696232973,-1.092679283,0.358693395,0.258262706,-0.050751461,-0.447906108,-1.388885266,1.344859991,-0.565084612,-0.454703732,0.215543209,-0.144604324,-0.480095579,-0.422778536,-0.793492498,0.090632051,-0.230398361,-0.204896386,-0.826282027,-0.813837924,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.453331555,0,-0.296789575,-0.540703137,-0.511912334,0.024217176,0.020878345,-0.764595677,0.287196831,0.7
-0.509509321,1.39719648,-0.88127804,0.552279403,0.132948251,-0.846907628,-0.610142503,-1.221096657,1.650628303,0.079085569,-0.402060811,0.122299784,-0.313136783,-0.480095579,-0.284159059,0.556925899,-0.472062001,-0.230398361,-0.204896386,-0.82771777,-0.822181396,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,-0.104755602,-0.561567769,-0.531595022,-0.014721279,-0.01403008,0.556343815,-0.502423677,0.8
-0.595054878,1.312117074,-0.716690593,0.185714929,0.729974216,-0.68804578,0.584701282,-1.295771393,1.662319048,-0.847466054,-0.276041038,-0.433075132,-0.327709442,-0.480095579,-0.08542162,-0.624949329,0.459819322,-0.230398361,-0.204896386,-0.537864711,-0.543121282,-0.19765661,-0.23511864,-0.470088307,-0.276426244,-0.232320824,0,0.328449229,-0.566424638,-0.544553868,-0.436727603,-0.439871048,-0.559405722,0.606566885,0.8
0.5830002,0.448233873,-0.997573363,0.194457523,0.368498122,-0.024778536,-0.094373731,-0.497236736,1.719339616,0.196338165,-1.095697408,-0.367405624,-0.306942029,-0.480095579,-0.160352839,-0.510392649,-0.315688398,-0.230398361,-0.204896386,-0.802929516,-0.802695161,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,-0.238610545,-0.431104118,-0.433339503,-0.506144715,-0.512246459,-0.690676266,5.74E-05,0.9
-0.191547824,1.734493534,-0.579698645,0.622844626,0.213098365,-0.568633339,-0.508816012,-0.771639395,1.500866271,-0.44577256,-0.326568825,-0.427261678,-0.2830879,-0.480095579,-0.311228366,-0.630534795,-0.045184174,-0.230398361,-0.204896386,-0.82771777,-0.822146467,-0.19765661,-0.23511864,-0.470088307,-0.27042029,-0.459662044,0,-0.265028077,-0.566424638,-0.544553868,-0.589691291,-0.597744748,-0.442050187,0.007844429,0.5
0.438706489,0.717064659,-1.122738668,0.415520255,0.223926436,-0.037108541,-0.389332654,-0.004466878,1.265992741,1.305752214,-0.995396765,-0.152553629,-0.159610705,-0.480095579,-0.3627954,1.128539967,-0.500240424,-0.230398361,-0.204896386,-0.691613922,-0.690171574,-0.19765661,-0.23511864,-0.470088307,-0.300021945,-0.258584547,0,-0.11564147,-0.501155462,-0.485766207,-0.409036276,-0.415919606,1.491441092,-0.251734949,0.5
0.287198093,0.379264177,-0.647209065,0.115774178,0.415651442,0.168475636,-0.288640212,0.115904894,1.575700601,0.053499768,-0.645161885,-0.422475377,-0.385262924,-0.480095579,-0.356017894,0.4536923,-0.130260111,-0.230398361,-0.204896386,-0.760663401,-0.799199568,-0.19765661,-0.23511864,-0.467215694,-0.300141516,-0.459662044,0,-0.267758454,-0.479674865,-0.479334604,-0.274467982,-0.282449377,0.881331174,-0.00690707,0.6
0.015101383,0.900816039,-0.898032451,0.833915822,0.494176759,-0.520166124,-0.347844907,0.247804251,1.278190706,0.228090495,0.288212628,0.135695383,-0.335234674,-0.480095579,-0.353025773,-0.725396313,0.170813175,-0.230398361,-0.204896386,-0.549587544,-0.568192829,-0.19765661,-0.23511864,-0.470088307,-0.288714637,0.050534093,0,-0.320625346,-0.358626085,-0.367122665,-0.29370478,-0.311033646,-0.774332598,0.236405892,0.5
-0.697606479,1.651427842,-0.951252345,0.724008927,0.563062696,0.066272814,-0.20157409,0.217912281,1.606519057,-0.419171405,0.502788796,-0.5245612,-0.381423711,-0.480095579,-0.294962424,-0.843884141,0.601639272,-0.230398361,-0.204896386,-0.372518361,-0.380298252,-0.19765661,-0.23511864,-0.470088307,-0.291281873,0.405269406,0,-0.19172937,-0.566424638,-0.544553868,-0.623613983,-0.633396967,-0.844848775,0.204513568,0.5
0.522706042,0.333955617,-0.828058147,0.150744553,-0.99744498,-1.010026187,-0.509411507,-0.08584148,1.728381263,-0.938823175,-0.455105286,-0.366701563,-0.385657477,-0.480095579,-0.357865783,-0.991241113,-0.367954303,-0.230398361,-0.204896386,-0.82771777,-0.822181396,-0.19765661,-0.23511864,-0.470088307,-0.298108809,-0.459662044,0,-0.201944152,-0.523281007,-0.492661906,-0.30429028,-0.331358608,-0.852983481,-0.477649449,0.4
0.121775661,0.775965786,-0.877335826,0.064567556,-3.668083068,-2.380330193,-0.717911297,-0.05326685,1.152758306,-0.221406384,-0.583822059,-0.497778087,-0.339884358,-0.480095579,-0.161272495,0.152617381,-0.334104041,-0.230398361,-0.204896386,-0.722818757,-0.78223305,-0.19765661,-0.23511864,-0.461815983,-0.058332721,-0.459662044,0,0.0679341,-0.458452417,-0.43510592,-0.507155557,-0.521519614,0.553675531,-0.370545803,0.5
0.150119069,0.904843467,-1.030096631,-0.292629853,0.594776507,-0.469750247,-0.252233176,-1.168331593,1.569025187,-0.217775797,0.565820162,-0.454625533,-0.283011655,-0.459572366,-0.425589598,-0.307765866,-0.847524096,-0.230398361,-0.204896386,-0.805726883,-0.798812181,-0.19765661,-0.23511864,-0.470088307,-0.276088339,-0.414895462,0,-0.31983017,-0.364508711,-0.338568968,0.045592116,0.020954763,-0.118477569,-0.903404733,0.7
-0.144652368,1.183239394,-1.021226649,0.990033571,0.405233039,0.800037824,-0.26293556,-1.166827202,2.171712182,-0.832282434,0.868000175,-0.493446111,-0.314015947,-0.480095579,-0.348628154,-0.728009008,1.336166585,-0.230398361,-0.204896386,-0.750654147,-0.763542201,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.45229348,0,-0.157756372,-0.357765048,-0.367027995,-0.41522628,-0.426291137,-0.797450243,0.986520279,0.6
-0.653287697,1.209921101,-0.560973127,0.377427524,0.157685524,-0.254336028,-0.497484114,-0.956648735,1.957141169,-0.923593112,-0.456905222,-0.167452506,-0.323538125,-0.480095579,-0.320938792,-0.922435274,-0.244953346,-0.230398361,-0.204896386,-0.76743131,-0.78780867,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,-0.203649576,-0.399852428,-0.408443957,-0.104430911,-0.107972239,-1.004133434,-0.190775823,0.8
0.56650949,0.360133896,-0.895568567,-0.247667942,0.408467976,-0.544246929,-0.631732116,-1.203431179,1.930618093,-0.804388036,0.627506147,-0.489484832,-0.385509728,-0.480095579,-0.425589598,-0.933413883,0.429643115,-0.230398361,-0.204896386,-0.521254214,-0.51344952,-0.19765661,-0.233367419,-0.470088307,0.000699451,0.121121633,0,-0.32098555,-0.558517878,-0.533004503,-0.500432648,-0.5121454,-0.848838438,-0.052955885,0.6
0.421700445,0.424069308,-0.819680942,0.482963123,0.560366597,-0.380830106,-0.547790717,-0.764166933,2.332401918,-0.883499793,-0.251697947,-0.428590634,-0.385657477,-0.480095579,-0.33377751,-0.22147537,-0.218980966,-0.230398361,-0.204896386,-0.824482679,-0.822181396,-0.19765661,-0.23511864,-0.470088307,-0.218479505,-0.364524286,0,-0.313109909,-0.566424638,-0.544553868,-0.334958935,-0.344516521,-0.19634402,-0.238331133,0.8
0.387173021,0.282605916,-0.648194619,0.150744553,-0.055764497,-0.403208949,-0.555360501,-0.816699169,2.010065128,-0.851014886,0.409704539,-0.224633678,-0.384538326,-0.480095579,-0.423774512,-0.672883231,-0.346400939,-0.230398361,-0.204896386,-0.82771777,-0.822181396,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,-0.302764041,-0.46010104,-0.456895947,-0.036114013,-0.05310446,-0.705740226,-0.588826796,-0.3
-0.700698488,-1.108366861,1.753599457,1.227332549,-0.396908559,-0.233517957,-0.34119948,0.965220622,0.208382495,-0.397487739,1.543194087,-0.602319549,-0.25973851,-0.480095579,-0.425589598,-0.609436205,-0.231165455,0.047555908,0.069421685,-0.82771777,-0.822181396,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,2.450833779,-0.050123059,-0.074701095,-0.400016966,-0.413997545,-0.513589254,-0.347048526,0.5
-1.141309639,-1.771382115,2.823910645,1.276665757,-1.046169574,-0.388099291,0.085511743,-0.791668983,-0.908367846,0.939925733,-1.068609002,-0.490125332,-0.385657477,-0.230599521,-0.395900275,0.145572515,-1.019845035,1.923720258,1.866584618,-0.82771777,-0.822181396,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.457432646,0,0.604991976,0.103136331,0.193683629,2.618271997,2.603002477,0.14244961,-0.872115963,0.5
-1.0500954,-0.95381433,1.936419646,1.352226748,-0.721952597,-0.822533565,-0.209112816,0.820079308,-0.363286698,-0.575331817,0.006335601,-0.589691409,-0.260893144,-0.480095579,-0.201831857,-0.737246742,0.977846595,1.733521953,1.600005717,-0.82771777,-0.822181396,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,1.739351311,-1.754149044,-1.603570005,-1.34057983,-1.326041952,-0.746403201,1.246136734,0.5
-0.39046701,-1.58259645,1.921143565,1.528327568,-0.145972946,-0.698250187,-0.23996497,0.846093602,1.253348233,-0.818539228,-0.614892955,-0.589239591,-0.335741678,-0.236929212,-0.305831079,-0.424573353,-0.523768105,-0.230398361,-0.204896386,-0.82771777,-0.822181396,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,1.527614084,-0.335580999,-0.328443209,-0.516747204,-0.528866451,-0.26303299,-0.637045126,0.5
-0.821802137,-0.4700196,1.244561032,1.41654726,-0.620467342,-1.009593687,-0.298197532,1.144809241,-0.893931042,1.363479918,-1.031878054,-0.602525378,-0.385657477,-0.32608293,-0.425589598,0.445081092,-0.772073715,1.526165317,1.275930712,-0.82771777,-0.822181396,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,-0.147162598,-0.662044508,-0.516521922,1.991111208,1.968471748,0.463581792,-0.604899654,0.5
-0.919200392,-0.780634947,1.641739125,1.363779461,-0.342855205,-0.63954326,0.016645177,-0.018335711,-0.190981035,0.512765527,0.20346161,0.369695513,-0.122271141,0.063801099,-0.289655513,1.148932874,-0.049781728,1.052328546,0.789813851,-0.82771777,-0.822181396,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,0.266747594,0.804344903,0.660773237,1.01151954,1.017097935,1.149907047,-0.131798957,0.7
-0.324504171,-1.636966722,1.911288029,1.475247534,0.729974216,0.442914841,0.370819074,-1.271365501,-0.127224711,0.005138109,3.220120703,-0.031920068,0.456622717,-0.42393554,-0.26415818,0.595887326,2.728243915,-0.173010667,-0.173196055,-0.825774668,-0.816412023,-0.19765661,-0.23511864,-0.361460169,-0.155222074,-0.455717218,0,2.007250207,0.211213682,0.199777283,-0.131219354,-0.140289215,0.622702337,3.112704115,0.5
1.694577104,-2.067398037,0.401912721,1.469002824,0.729974216,0.442914841,0.370819074,-1.271365501,0.153159335,-0.720059308,0.762096306,-0.599559518,-0.277212676,-0.46864508,-0.359630799,-0.342791898,-1.025393686,-0.230398361,-0.204896386,-0.82771777,-0.822181396,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459376213,0,2.939752035,0.01582502,0.027590689,-0.346863262,-0.361868642,0.270742925,-1.095666754,0.7
-0.609484249,-1.099305149,1.657507983,1.239821969,-0.678979545,-0.49738799,-0.129897631,0.51207748,0.792864916,-0.601993079,0.475864068,-0.590240956,-0.352385597,-0.443686969,-0.326253708,-0.966494187,0.623582349,-0.230398361,-0.204896386,-0.82771777,-0.819928408,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,4.273468954,-0.365454833,-0.339907939,-0.506217058,-0.514674173,-0.980642727,0.629775515,0.5
-0.511055325,-0.966903469,1.43378732,1.252311389,0.04449,-0.165461392,-0.534431822,0.664521275,0.684798699,-0.782992203,-0.094635427,-0.599832246,-0.376479287,-0.480095579,-0.423789498,-0.716145566,-0.3148553,-0.230398361,-0.204896386,-0.82771777,-0.822181396,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,5.376862027,-0.419713896,-0.400017138,-0.56647288,-0.575829286,-0.726827554,-0.185543505,0.5
-0.927961081,-0.255559085,1.136150139,1.214843129,-0.874808257,-1.279239856,-0.299888118,0.37429711,0.759266361,-0.874376814,0.698311281,-0.602525378,-0.362944377,-0.480095579,-0.317526583,-0.987890416,0.74514283,-0.230398361,-0.204896386,-0.82771777,-0.822181396,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,4.122334119,-0.245104608,-0.199989806,-0.460380822,-0.470653817,-0.955505217,0.448360888,0.5
0.339246896,-1.542825604,1.184442264,1.083079749,-0.929456956,-0.832851134,-0.491621028,1.549008971,0.774137852,-0.179866843,0.364762065,-0.602525378,-0.385657477,-0.480095579,-0.42491372,-0.45769613,0.442537572,0.072394944,0.175508299,-0.82771777,-0.822181396,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,-0.022305088,-0.631626888,-0.601759357,-0.644320263,-0.653616668,-0.416212101,0.43080578,0.5
-0.983617227,-0.940725191,1.860039243,1.19048876,-0.013741446,0.022465789,0.598077316,1.851179918,-0.412230315,0.084656819,-0.335919551,-0.602525378,-0.382202186,-0.480095579,-0.369251804,-0.287174509,0.26823806,1.801513916,1.704022461,-0.82771777,-0.822181396,-0.19765661,-0.23511864,3.501980537,3.980542584,-0.334281647,0,0.232399809,-1.218382776,-1.138075173,-0.492540185,-0.493007027,-0.08027977,-0.075439181,0.5
-0.636796987,-0.542009867,1.138121246,1.20297818,-0.405656648,-0.903228586,-0.391245404,1.972930772,0.631274374,-0.301579087,0.183591635,0.207425104,-0.385657477,-0.480095579,-0.422773009,-0.488015161,-0.219434357,-0.176319012,-0.178713938,-0.82771777,-0.822181396,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.4491451,0,2.666609847,-0.37624479,-0.378799876,-0.250059228,-0.254889945,-0.397187114,-0.239249109,0.5
-0.13383034,-1.327358232,1.425902891,1.227332549,-1.002411602,-0.765781613,-0.647390138,1.878513574,-0.335967882,0.090439251,-0.29286486,-0.596957798,-0.364213084,-0.465213095,-0.328943472,-0.468219814,-0.52167333,4.282450145,4.341521572,-0.82604126,-0.795231562,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.341919736,0,0.452068359,-2.864753606,-2.653013682,-1.91722791,-1.913893889,-0.172919008,-0.635888123,0.5
-0.217829893,-1.247816538,1.428366775,1.20297818,-0.605297531,-0.550209244,0.165079302,1.892009451,0.598870251,-0.68216958,0.189834339,-0.602525378,-0.385657477,-0.480095579,-0.384469803,-0.594421003,-0.950090451,-0.230398361,-0.204896386,-0.82771777,-0.822181396,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,2.339720746,-0.406030777,-0.39447302,-0.494117249,-0.50338811,-0.301461553,-1.01690357,0.5
0.676791111,-0.837018932,0.170800407,-0.075313947,-0.171583431,-0.626238642,-0.89439434,-1.748259015,0.04445979,-0.568844949,0.381124225,-0.574297946,-0.362057593,3.26143334,0.686375462,-0.115431831,0.243896491,1.819097706,2.139029029,-0.82771777,-0.822181396,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,0.448968425,-1.352308737,-1.101430385,-0.740639572,-0.678975461,0.215519188,-0.091178049,0.5
0.44540584,-0.385947051,-0.049470819,0.569764591,0.01819257,0.173973629,-1.061859691,-1.381547694,0.960292582,-0.651816077,-0.691065537,-0.551591983,-0.366800709,-0.040388551,-0.425589598,-0.333551017,-1.064408798,-0.230398361,-0.204896386,-0.82771777,-0.822181396,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,-0.230042225,0.004672026,0.046153735,-0.337603078,-0.33695693,-0.215870607,-1.102241573,0.5
-0.842415524,-0.592856139,1.384509641,1.214843129,-0.335539637,-0.761179848,0.445148399,-0.250402412,0.015184759,-0.573791024,-0.633582547,-0.602525378,-0.352430875,-0.276842293,-0.394941192,-0.848530076,-0.078813292,-0.230398361,-0.204896386,-0.82771777,-0.822181396,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,2.778339571,0.01384855,0.034395954,-0.29343895,-0.306877963,-0.830601237,-0.046291829,0.5
-0.671324411,-1.239761683,1.854125922,1.20297818,0.068117789,-0.137098835,-0.097117408,0.209174746,1.240002952,-0.691165293,-0.663261506,-0.59589573,-0.385657477,0.403267244,-0.192680988,-0.847750822,0.056000185,-0.230398361,-0.204896386,-0.82771777,-0.822181396,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.144585574,0,1.694789677,-0.045170988,-0.026473741,-0.379030726,-0.387642003,-0.719974481,0.051610869,0.5
-0.700183153,-0.733312674,1.385987971,1.19048876,-1.199403196,-1.417977361,0.161440383,-0.208721447,0.717962843,-0.691145042,0.299268811,-0.332885954,-0.361734521,-0.445045013,-0.369990146,-0.791101724,-0.296724675,-0.230398361,-0.204896386,-0.826133145,-0.790834273,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.429108657,0,0.19968662,-0.463710129,-0.438092347,-0.41960641,-0.429789325,-0.73811355,-0.450929526,0.5
-1.147493655,-1.005164031,2.079817692,1.227332549,-0.675182048,-0.306156143,-0.138968986,0.400455519,-0.416294303,1.269734992,-0.94535932,-0.568772036,-0.34113258,0.062188633,-0.297162983,0.151823473,0.137593596,1.27835387,1.467667631,-0.82771777,-0.822181396,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.401063493,0,-0.296792318,-0.642034851,-0.587951519,-0.48099587,-0.485932883,0.115807336,0.5712469,0.5
-1.252106595,-0.875782922,2.053207745,1.264176337,-0.376497923,-0.940962007,0.076420462,0.1916946,-0.011483354,-0.924892185,1.105996167,-0.4724379,-0.332504731,-0.393986764,-0.368386952,-0.90357091,0.62661806,0.036252594,0.118504143,-0.82771777,-0.822181396,-0.19765661,-0.23511864,-0.469885504,-0.300192029,-0.44916329,0,0.833055124,-0.677993767,-0.647912111,-0.651677349,-0.659996761,-0.894088528,0.657155746,0.4
3.243157816,-2.007490053,-1.137029195,-0.32197999,0.118600634,-0.674135725,-0.550958459,-0.055272277,-1.018818113,-1.059273807,2.497792248,0.868681751,-0.366069115,-0.480095579,-0.425589598,-1.080113386,1.487572719,-0.230398361,-0.204896386,3.007317177,3.112721916,-0.19765661,-0.23511864,-0.470088307,-0.299504681,-0.345563811,0,-0.32098555,-0.002749621,0.047197527,-0.164791658,-0.194485856,-1.123891013,0.847314043,0.5
0.7108032,0.251393353,-0.927106282,-0.084056541,-0.159538062,-0.62476366,-0.822448625,-0.324725009,-1.018818113,-1.053594697,2.243875317,2.283380297,-0.385657477,-0.480095579,-0.425589598,-1.045793237,0.775014126,-0.220440302,-0.19482426,1.40250047,1.467358072,-0.19765661,-0.23511864,-0.295918515,0.336478227,-0.340156277,0,-0.32098555,0.631825771,0.706108469,0.25553532,0.162796888,-0.806134354,0.400272066,0.7
0.912814395,-0.15386654,-0.723589468,0.133259365,0.138359658,-0.935709072,-0.822634086,0.05291871,-1.018805775,-1.004399066,0.180255438,0.590645579,-0.385657477,-0.480095579,-0.425589598,-1.096107788,0.143144099,-0.230398361,-0.204896386,1.601707377,1.674439261,-0.19765661,-0.23511864,-0.470088307,-0.270036324,-0.368026016,0,-0.32098555,-0.116486005,-0.056913714,-0.33066347,-0.385238978,-1.088430561,0.499482537,0.7
-0.258025998,0.701961806,-0.441721144,-0.059702172,-0.087608063,-0.924388146,-0.783353253,-0.089238072,-1.018818113,-0.127174243,-0.958394964,0.003306999,-0.385657477,-0.480095579,-0.425589598,0.153507483,-0.928041141,-0.230398361,-0.204896386,2.042382432,2.038284919,-0.19765661,-0.23511864,-0.470088307,-0.194844645,-0.457790421,0,-0.32098555,-0.319621336,-0.289338651,-0.433914427,-0.458355268,-0.065105488,-0.900124628,0.6
1.156567698,-0.08640713,-1.022704979,-0.010368963,0.160427585,-0.029312018,-0.972959146,-0.232243177,-1.018818113,-1.007567734,-0.331554958,1.491039401,-0.385657477,-0.480095579,-0.425589598,-0.211458237,-1.021240487,-0.230398361,-0.204896386,0.893437609,0.915189595,-0.19765661,-0.23511864,-0.453745683,-0.204291235,-0.271085148,0,-0.32098555,0.14653626,0.257556773,-0.205627505,-0.256884672,0.515187984,-1.036946971,0.9
0.009948036,0.541871562,-0.541262055,-0.178351661,-0.455881653,-0.697025223,0.358609305,0.487379692,-0.929601874,-0.821433615,-0.334351602,1.219844989,-0.385657477,-0.480095579,-0.42252199,-0.811736451,1.761177927,-0.230398361,-0.204896386,0.345432987,0.16657085,-0.19765661,-0.23511864,-0.470023586,-0.301079295,-0.447669218,0,-0.32098555,-0.550967479,-0.53137896,-0.371714627,-0.390685092,-0.864033982,2.390512823,-0.8
0.411909086,0.644570964,-1.026154417,-0.002250841,-0.339531239,-0.785132456,0.082272737,0.537932541,-1.002423534,-0.800133595,0.027654004,0.110665788,-0.385657477,-0.480095579,-0.425589598,-0.034237958,-0.242493139,-0.230398361,-0.204896386,1.445797717,1.576087192,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.418100361,0,-0.32098555,-0.559681015,-0.543578913,-0.27878626,-0.292261893,0.336322554,-0.202279171,1
0.547442107,-0.132219117,-0.395400125,-0.075938418,0.464066073,-0.253659489,0.207755191,0.960080583,-1.01675343,-0.677202676,-0.229783071,0.760152049,-0.385657477,-0.466991431,-0.411305087,-0.014429987,0.522969269,-0.230398361,-0.204896386,1.401166361,1.51301756,-0.19765661,-0.23511864,-0.321769066,-0.299766167,-0.459662044,0,-0.32098555,-0.566424638,-0.544553868,-0.619131854,-0.630708249,0.116020537,0.684842929,1
2.076955436,-0.88937549,-1.117318123,0.090170867,-0.122104646,-0.782802041,-0.179075727,0.820567473,-0.927462063,-0.74434071,0.441497757,1.501338378,-0.385657477,-0.342858386,-0.239476082,-0.263119425,1.274597229,-0.192136127,-0.204896386,1.036065112,1.025417496,-0.19765661,-0.233945159,-0.396305796,-0.26680323,-0.459662044,0,-0.32098555,-0.497486443,-0.479666705,-0.21300066,-0.219174302,-0.29117592,1.250684006,1
2.146525618,-0.913036626,-1.160189704,-0.010368963,0.34676506,-0.541097897,-0.155575778,0.730307946,-1.017994378,-0.520539254,-0.846208481,1.205427697,-0.385657477,-0.480095579,-0.425589598,0.144434669,-0.958077923,0.261968581,-0.204896386,1.006438347,0.818709176,-0.19765661,-0.23511864,-0.470088307,-0.300452357,-0.407173264,0,-0.32098555,-0.26656302,-0.420261061,-0.611839989,-0.622351871,0.604174707,-0.785248996,0.7
1.129770295,-0.626082416,-0.468823867,-0.224562515,0.34676506,-0.541097897,-0.155575778,0.730307946,-1.007792437,-0.654052767,-0.476593856,0.027880194,-0.385657477,-0.433797911,-0.317584635,-0.695701192,-0.467053846,-0.230398361,-0.204896386,0.910906098,0.917504756,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.459662044,0,-0.32098555,-0.566424638,-0.544553868,-0.573882919,-0.583910553,-0.457992616,-0.131793896,-0.6
2.332046102,-1.109373718,-1.1454064,-0.36569296,0.34676506,-0.541097897,-0.155575778,0.730307946,-0.805672121,-0.271823318,-0.533776138,0.798771599,-0.385657477,-0.480095579,-0.381410769,-0.631488689,-0.36733054,-0.230398361,-0.204896386,1.190101353,1.222553798,-0.19765661,-0.23511864,-0.470088307,-0.301079295,-0.435317075,0,-0.32098555,-0.328745192,-0.389829584,-0.256776711,-0.275711431,-0.417191831,-0.043906857,0.9
0.721625228,-0.08288313,-0.610250806,-0.479346681,-0.052702297,-0.401538994,-0.140013195,0.565008104,-1.018818113,-0.743921432,0.015140898,0.435020461,-0.385657477,-0.480095579,-0.408249332,-1.051174749,0.449839559,-0.230398361,-0.204896386,0.586319142,1.220431094,-0.19765661,-0.23511864,0.149867908,-0.175093858,-0.459662044,0,-0.32098555,-0.566424638,-0.544553868,-0.645993789,-0.656806248,-1.018078769,0.31946515,0.9
0.396449046,0.692396666,-1.058184908,0.42488732,0.17694992,-0.788184009,-0.249447035,1.096831219,-1.018818113,-0.793495106,0.253986087,0.325909656,-0.385657477,-0.443234114,-0.35120065,-0.539129489,0.248287215,0.136390819,-0.00422491,1.06033254,1.306146955,-0.19765661,-0.23511864,-0.405437105,-0.301079295,-0.459662044,0,-0.32098555,-0.65177769,-0.609871391,-0.583759397,-0.594357603,-0.333684306,0.399160494,0.9
